"","Latitude","Longitude","problem"
"116394",51.43812022,0.243059455,"Rape"
"116412",50.78696525,-1.099078894,"Theft"
"116425",51.41191253,-0.837435453,"Theft"
"116441",51.51754587,-0.89376693,"Rape"
"116466",51.66448074,-0.612651269,"Rape"
"116472",50.98254297,-1.944391865,"Murder"
"116495",50.81171867,-1.085885322,"Murder"
"116511",51.37971223,0.531935907,"Rape"
"116512",51.30242853,0.92654708,"Rape"
"116539",51.41174746,-0.701772503,"Rape"
"116549",50.88792199,-0.164215917,"Theft"
"116560",51.98773337,-0.792732711,"Rape"
"116563",51.75444625,-0.987301349,"Theft"
"116574",50.96882599,0.760221005,"Murder"
"116575",51.01669312,0.610462357,"Rape"
"116580",51.1376352,0.053203724,"Theft"
"116588",50.84373537,-1.019710817,"Rape"
"116610",50.89748902,-1.323241377,"Theft"
"116622",51.33946916,0.599501391,"Theft"
"116649",51.49102193,-0.545497575,"Murder"
"116680",51.38911603,0.19033948,"Theft"
"116695",51.18039529,0.283753069,"Rape"
"116698",51.08012938,1.176233938,"Theft"
"116701",51.07841507,1.173117768,"Theft"
"116720",50.98618702,-0.197415513,"Theft"
"116721",50.98849325,-0.201173323,"Rape"
"116726",51.11379461,-0.191311479,"Rape"
"116734",50.8435983,-0.283881438,"Murder"
"116736",50.81754414,-1.083358388,"Rape"
"116748",51.20746949,1.173967321,"Murder"
"116756",51.39867056,0.452470087,"Murder"
"116803",50.7573692,-1.287552201,"Rape"
"116819",50.87392366,0.013305926,"Theft"
"116837",51.34045548,1.026332953,"Rape"
"116841",50.90691791,-1.417542167,"Murder"
"116851",51.45015565,-0.975338152,"Theft"
"116864",51.08288413,1.170853228,"Theft"
"116865",51.31767281,0.290996007,"Theft"
"116873",51.43779451,0.765387546,"Rape"
"116879",52.0474993,-1.332116061,"Theft"
"116896",51.79089817,-1.271681402,"Theft"
"116945",51.08642989,-0.878023414,"Theft"
"116955",51.27783435,1.099224402,"Theft"
"116967",51.32117904,-0.343902599,"Rape"
"116970",51.33842063,-0.361370835,"Theft"
"116971",51.11564106,-0.165521281,"Rape"
"116980",51.23837606,-0.210783666,"Theft"
"116991",51.27662677,-0.832967615,"Murder"
"116997",51.41311289,0.371267704,"Murder"
"116998",51.42498492,0.330884426,"Theft"
"117004",51.25056938,-0.597201099,"Theft"
"117013",51.0879675,-0.737772006,"Murder"
"117037",50.82108276,-0.539123273,"Theft"
"117038",50.82463484,-0.54270397,"Theft"
"117043",51.54393558,-0.769037107,"Theft"
"117047",51.26107281,0.456604693,"Rape"
"117051",51.36235706,1.288120681,"Theft"
"117058",52.05143205,-0.703514903,"Rape"
"117073",51.47909089,-1.047842248,"Theft"
"117080",51.39633712,-0.844586141,"Theft"
"117084",51.25716209,-0.158030426,"Murder"
"117085",50.99398859,-1.479861735,"Theft"
"117103",50.91999458,-1.52521542,"Theft"
"117105",50.95347962,-1.47020578,"Theft"
"117111",51.23540821,0.362117409,"Rape"
"117128",51.3053277,-0.077482127,"Rape"
"117143",51.17223557,0.873938392,"Rape"
"117152",51.59019254,-1.431021914,"Theft"
"117159",51.09018054,1.045377481,"Rape"
"117161",51.09355508,1.111876375,"Theft"
"117173",51.08531694,-0.8020936,"Theft"
"117185",52.07705723,-1.312706366,"Murder"
"117190",51.23784285,-0.735107802,"Rape"
"117213",51.38231672,-1.362962341,"Murder"
"117219",50.82279152,-0.510674543,"Murder"
"117220",50.96094856,-0.193693137,"Theft"
"117227",51.44872885,-0.966447955,"Murder"
"117228",51.45143855,-0.967825921,"Theft"
"117235",50.94249022,-1.528829454,"Rape"
"117241",51.11801813,-1.358458564,"Theft"
"117255",50.79134303,0.282898152,"Murder"
"117257",50.79508168,0.289466127,"Rape"
"117259",50.8637007,0.453418037,"Theft"
"117278",50.81840639,-1.078656899,"Murder"
"117299",50.88100269,0.020008356,"Murder"
"117302",50.84807778,-1.078072695,"Murder"
"117308",51.21203541,0.948017449,"Theft"
"117309",51.31258179,1.155387056,"Theft"
"117320",50.8054784,-1.152708753,"Rape"
"117321",51.0761941,-1.294231235,"Murder"
"117354",51.11007763,0.49859304,"Theft"
"117367",50.9676896,-0.577254915,"Theft"
"117371",51.15442968,0.862819866,"Theft"
"117387",50.95964528,-1.355088012,"Rape"
"117397",51.65618494,-0.700222014,"Murder"
"117413",51.72698866,-1.205094011,"Rape"
"117440",51.43567718,-0.504915081,"Rape"
"117459",50.82919394,-0.783669202,"Rape"
"117464",51.990524,-0.973247438,"Rape"
"117481",51.12538876,1.321281177,"Rape"
"117517",51.7851426,-1.090704719,"Theft"
"117523",51.41067147,-0.812304143,"Theft"
"117551",51.10551789,0.99838043,"Theft"
"117575",50.92022563,-1.585960119,"Murder"
"117579",51.78655823,-1.297266901,"Rape"
"117590",51.43504044,0.215858878,"Rape"
"117622",51.36079395,1.158701652,"Theft"
"117629",51.45056231,-0.970436075,"Rape"
"117631",51.51080068,-1.136811502,"Theft"
"117635",51.42153162,-0.676110568,"Theft"
"117636",50.91502017,-1.260254893,"Theft"
"117648",51.66775929,-1.278428716,"Murder"
"117655",51.6748183,-1.191545509,"Theft"
"117665",51.48636152,-0.855274842,"Theft"
"117692",51.22057931,-0.77931267,"Theft"
"117697",51.33301425,-0.551622455,"Theft"
"117723",51.34585882,0.146646324,"Theft"
"117734",51.50537746,-0.584794619,"Theft"
"117749",51.73890865,-1.103508378,"Murder"
"117771",52.07193871,-1.321538781,"Rape"
"117778",50.91121106,-0.192219436,"Theft"
"117779",51.51931093,-0.632200235,"Rape"
"117791",51.50740602,-0.636879537,"Murder"
"117801",51.39662692,0.485426951,"Murder"
"117803",51.26198892,1.103175422,"Theft"
"117812",50.86199545,0.559985179,"Rape"
"117820",51.19221369,-0.324200939,"Theft"
"117831",50.86971122,-1.262393147,"Murder"
"117842",50.793812,-0.672780879,"Rape"
"117855",51.56599474,-0.500947755,"Rape"
"117876",51.33612194,1.37240192,"Rape"
"117910",51.37436259,-0.493278159,"Theft"
"117911",51.34873803,-0.602390724,"Rape"
"117916",51.28313207,-0.854311043,"Murder"
"117921",51.21513301,-0.798728388,"Rape"
"117924",51.43833115,-0.575055205,"Rape"
"117925",51.41119975,-0.692944897,"Murder"
"117931",51.27930747,-1.083806522,"Theft"
"117934",51.51071444,-0.612283018,"Rape"
"117936",50.84082053,-1.070120192,"Theft"
"117966",51.69197461,-0.738405085,"Rape"
"117972",51.2854466,0.110843404,"Rape"
"117973",51.27168081,0.520255905,"Rape"
"117977",51.65260837,-1.58510775,"Theft"
"117978",51.21789203,-1.500252858,"Rape"
"118013",51.76714417,-0.759497797,"Theft"
"118025",51.66310413,-0.60271674,"Theft"
"118034",52.08920379,-1.3362665,"Theft"
"118047",51.30927271,0.391737709,"Murder"
"118065",51.41321529,-1.426232317,"Rape"
"118066",51.3897889,0.183199078,"Theft"
"118071",51.0298303,0.46574833,"Rape"
"118088",50.9235804,-1.338086599,"Rape"
"118111",51.58289674,-0.558125373,"Rape"
"118115",51.79750636,-0.710809637,"Rape"
"118117",51.25324409,-0.195159633,"Rape"
"118135",51.07200586,1.110429675,"Theft"
"118156",51.33759169,0.582739394,"Theft"
"118174",51.37819784,-0.828950053,"Rape"
"118179",51.24322117,-0.733527646,"Rape"
"118186",51.48013119,-1.065388993,"Rape"
"118198",51.50177665,-0.616876786,"Murder"
"118201",51.59842609,-0.505655586,"Murder"
"118205",51.66854517,-1.307422602,"Rape"
"118256",51.35423053,0.655493794,"Theft"
"118286",52.0706813,-1.34563022,"Rape"
"118294",50.99309693,-0.34848274,"Rape"
"118307",50.88475006,-1.005757581,"Rape"
"118309",51.50947971,-0.74201058,"Murder"
"118339",51.23867179,-0.200744066,"Theft"
"118347",50.83146361,-0.794402243,"Theft"
"118353",51.08327925,0.692776452,"Rape"
"118356",51.38086912,1.358443781,"Rape"
"118358",51.42036928,-0.5769082,"Rape"
"118369",51.41048905,-0.973924338,"Theft"
"118373",51.73538317,-1.269721057,"Theft"
"118392",51.25868068,0.530868177,"Theft"
"118398",51.25758913,-0.503261087,"Theft"
"118400",51.42385308,0.744390842,"Theft"
"118402",51.33502584,1.388548064,"Murder"
"118413",50.97088974,0.248959529,"Theft"
"118432",51.34645221,-0.63735231,"Rape"
"118433",51.3658607,-0.531911972,"Theft"
"118438",51.25711331,-0.771409369,"Rape"
"118460",51.69395395,-1.412997564,"Murder"
"118469",50.86087478,0.584296025,"Theft"
"118485",51.59929338,-1.310482995,"Theft"
"118492",52.04504809,-0.762026039,"Rape"
"118493",50.82010499,-0.141633679,"Rape"
"118503",51.31116973,-0.377263894,"Theft"
"118507",51.56127882,-0.513351016,"Theft"
"118509",51.23858288,-0.565333751,"Theft"
"118519",51.08205286,1.171653183,"Rape"
"118520",51.07139639,1.072625992,"Rape"
"118521",51.28344917,0.146502565,"Theft"
"118529",50.88106721,-1.031934469,"Theft"
"118532",51.45657626,-0.979512325,"Theft"
"118556",51.22555939,-0.626603938,"Theft"
"118589",51.47768206,-0.887747525,"Murder"
"118603",51.26698814,0.57877774,"Theft"
"118604",51.23977025,-0.207864328,"Murder"
"118611",51.127972,0.260155775,"Theft"
"118640",51.66010127,-0.902487344,"Theft"
"118642",51.39699806,0.493354299,"Murder"
"118657",51.3747648,-0.524888664,"Theft"
"118667",50.82186421,-0.439716602,"Theft"
"118668",51.13094013,0.213132702,"Murder"
"118670",51.01026444,-0.432690799,"Rape"
"118687",51.13560652,0.260671567,"Rape"
"118690",50.84564253,0.469517949,"Murder"
"118692",51.47752369,-0.619050433,"Theft"
"118744",51.08009061,1.177659279,"Theft"
"118751",50.93517937,-1.406459117,"Murder"
"118752",50.78696525,-1.099078894,"Theft"
"118782",51.37107447,-0.421121071,"Theft"
"118788",51.22245372,-0.570016736,"Rape"
"118792",51.15377769,1.287562971,"Theft"
"118807",51.36004204,1.434504758,"Rape"
"118816",50.98079339,-1.367886417,"Theft"
"118818",50.85829164,-0.900271575,"Rape"
"118822",51.9152972,-1.158156978,"Murder"
"118843",51.08469501,-0.199585845,"Rape"
"118860",51.02172374,-0.455830992,"Theft"
"118865",51.40531779,0.457139593,"Theft"
"118868",51.40948845,0.514885995,"Murder"
"118880",51.43337782,-0.674041884,"Theft"
"118886",51.34716037,-0.80963884,"Rape"
"118896",51.51624327,-0.654631002,"Rape"
"118907",51.66250634,-0.921398442,"Theft"
"118921",50.98902507,-0.049401073,"Murder"
"118930",50.85356166,-0.950105903,"Theft"
"118941",51.28639309,-0.734348249,"Murder"
"118949",50.89331823,-1.345638881,"Murder"
"118957",50.9317684,-1.473397966,"Murder"
"118958",50.92174628,-1.472387118,"Rape"
"118975",51.56180033,-1.301600999,"Murder"
"118980",51.4115864,-0.972936395,"Theft"
"118987",51.49951925,-0.616080699,"Theft"
"119002",51.41480061,-1.541248391,"Rape"
"119019",51.42020309,-0.416696203,"Murder"
"119026",51.42984142,0.238625678,"Rape"
"119033",51.18124298,0.281791711,"Theft"
"119049",51.52005196,-0.765501203,"Theft"
"119057",50.89527896,-0.163670682,"Murder"
"119060",50.98618702,-0.197415513,"Theft"
"119066",51.11379461,-0.191311479,"Murder"
"119069",50.80479624,-1.06345561,"Murder"
"119080",51.22127586,1.402670193,"Theft"
"119081",51.22015177,1.402658853,"Murder"
"119094",51.42727381,0.328843041,"Rape"
"119098",50.82067984,-0.138203428,"Rape"
"119126",51.27025619,0.523762235,"Murder"
"119132",50.79643668,0.057512455,"Murder"
"119135",50.59460061,-1.204535247,"Theft"
"119139",50.75818712,-1.28895753,"Rape"
"119150",51.411473,-1.350767009,"Rape"
"119162",51.21877142,-0.638261182,"Rape"
"119168",51.37023109,-0.688077815,"Theft"
"119183",50.95316871,-1.405575226,"Rape"
"119192",50.84402511,-0.252047674,"Theft"
"119194",51.35144217,0.706177414,"Rape"
"119210",51.42763264,0.774844676,"Murder"
"119235",50.74803924,-1.647011411,"Murder"
"119240",51.29250902,-0.80287757,"Theft"
"119260",51.81282578,-0.781454414,"Theft"
"119273",51.5725168,-0.709247238,"Rape"
"119278",50.81894067,-0.668235734,"Theft"
"119279",50.79609026,-0.636391363,"Theft"
"119285",51.5859072,-0.561638669,"Theft"
"119293",51.28212413,1.038558294,"Theft"
"119294",51.28827351,1.09562434,"Rape"
"119300",50.8423998,-0.756765627,"Rape"
"119302",51.31671763,-0.365588202,"Rape"
"119329",51.29250237,-0.811052569,"Rape"
"119348",51.09363005,-0.704630432,"Theft"
"119357",51.34473346,1.034801179,"Rape"
"119358",51.35564431,1.047589467,"Theft"
"119375",50.82162086,-0.546205146,"Theft"
"119379",51.54393558,-0.769037107,"Murder"
"119383",51.26107281,0.456604693,"Murder"
"119394",52.05143205,-0.703514903,"Rape"
"119399",50.70863689,-1.303869506,"Theft"
"119401",51.24934255,-0.031241056,"Rape"
"119406",50.87370333,-1.26801514,"Theft"
"119425",50.62670822,-1.178969703,"Theft"
"119426",50.62746924,-1.184894472,"Rape"
"119428",50.6526577,-1.160693998,"Theft"
"119431",51.28754655,0.168163296,"Theft"
"119437",50.90184001,-1.485154851,"Theft"
"119438",50.91956454,-1.297171546,"Theft"
"119443",51.28173562,-1.107129429,"Rape"
"119444",51.18276659,0.263550863,"Rape"
"119445",51.18306225,0.280736801,"Theft"
"119453",51.03981173,-1.331012444,"Rape"
"119458",51.50623706,-0.613859935,"Rape"
"119484",51.38116962,-1.318865343,"Rape"
"119499",51.09419573,1.050069458,"Theft"
"119519",51.08531694,-0.8020936,"Rape"
"119525",51.27595094,1.152874835,"Theft"
"119529",51.09495617,1.1833929,"Rape"
"119530",52.10483121,-1.296219098,"Theft"
"119531",52.07705723,-1.312706366,"Rape"
"119544",51.31003255,-0.810599636,"Murder"
"119546",51.29094917,-0.782410021,"Theft"
"119549",51.58872987,-1.120901251,"Theft"
"119565",50.82279152,-0.510674543,"Rape"
"119568",51.45321374,-0.965195346,"Theft"
"119571",51.44252411,-0.976659999,"Murder"
"119575",51.45027237,-0.968140033,"Theft"
"119580",50.94249022,-1.528829454,"Theft"
"119585",50.91831551,-1.395349716,"Theft"
"119588",51.05237877,-1.296590544,"Theft"
"119589",51.59203721,-1.106401787,"Murder"
"119606",51.39632643,0.495330489,"Rape"
"119610",51.81872572,-0.822208737,"Theft"
"119619",51.39337655,0.498706337,"Theft"
"119625",51.4946253,-0.84612232,"Rape"
"119635",50.91452505,0.157038868,"Rape"
"119640",51.26676739,0.074149371,"Theft"
"119647",50.84807778,-1.078072695,"Rape"
"119648",50.82889911,-0.755704302,"Murder"
"119656",50.94917431,-0.520875583,"Theft"
"119694",50.77248053,0.267795776,"Theft"
"119713",50.99055969,-0.736141133,"Rape"
"119715",51.15442968,0.862819866,"Rape"
"119727",51.65383656,-1.134097849,"Theft"
"119737",51.47041188,-1.087183426,"Rape"
"119749",50.82786343,-0.411117871,"Rape"
"119769",51.39930435,-0.342520143,"Murder"
"119776",51.23748543,-0.182167135,"Rape"
"119784",51.43567718,-0.504915081,"Rape"
"119787",51.21473581,-0.799454604,"Theft"
"119789",51.17277179,-0.649629807,"Rape"
"119803",50.82919394,-0.783669202,"Rape"
"119818",51.31273868,0.30868761,"Rape"
"119828",50.89092709,-1.33623185,"Rape"
"119830",51.21456882,-0.426480063,"Theft"
"119836",50.85308767,0.570367023,"Murder"
"119842",50.842303,0.47431345,"Murder"
"119844",51.8161349,-0.80602791,"Murder"
"119845",50.8814716,-0.007266762,"Rape"
"119857",50.8920179,-1.322609735,"Rape"
"119868",52.05064668,-0.74728794,"Theft"
"119869",50.81234483,-0.361962926,"Rape"
"119877",51.3420241,0.626068114,"Theft"
"119888",51.50981031,-0.589254147,"Murder"
"119898",51.18724462,0.273787877,"Murder"
"119903",51.03744366,-0.197138797,"Rape"
"119915",50.88498545,-0.579775373,"Murder"
"119919",50.92022563,-1.585960119,"Rape"
"119931",52.03257386,-1.316303767,"Rape"
"119933",51.43504044,0.215858878,"Rape"
"119948",50.82589844,-0.184001158,"Theft"
"119949",50.80251974,-0.6248511,"Theft"
"119952",50.97519009,0.277658245,"Murder"
"119953",51.04754149,0.256951117,"Theft"
"119958",51.04661224,-0.292653481,"Rape"
"119968",51.46665248,-0.86001492,"Murder"
"119975",51.74393764,-0.999123579,"Rape"
"119978",51.42153162,-0.676110568,"Theft"
"120015",51.57828811,-0.702589489,"Murder"
"120019",51.72782299,-1.249963541,"Rape"
"120028",51.2411491,-0.169128666,"Rape"
"120053",50.95654208,-1.451804469,"Rape"
"120055",51.2566681,1.079881706,"Theft"
"120066",51.34585882,0.146646324,"Murder"
"120071",51.28716746,-0.495703124,"Theft"
"120073",50.93743661,-1.406487322,"Rape"
"120074",50.87253666,-1.577855333,"Rape"
"120076",51.43540967,-0.547293189,"Rape"
"120083",51.24801985,-1.480684851,"Theft"
"120108",50.83733292,-1.083964982,"Murder"
"120111",51.4274543,-0.427636766,"Theft"
"120116",51.45916082,-0.976863815,"Rape"
"120142",51.50293784,-0.719138103,"Theft"
"120143",51.41834396,0.357155301,"Theft"
"120160",51.23488039,-0.170809996,"Rape"
"120173",50.86971122,-1.262393147,"Murder"
"120181",51.10350914,0.712524042,"Murder"
"120202",51.69432746,-0.980830545,"Murder"
"120207",51.34853167,0.349405415,"Theft"
"120221",50.7685052,0.291713856,"Rape"
"120223",50.82554297,-0.297606468,"Theft"
"120230",50.99173445,0.100338359,"Theft"
"120263",50.86157849,-1.432315645,"Rape"
"120266",51.41119975,-0.692944897,"Rape"
"120275",51.51071444,-0.612283018,"Theft"
"120301",51.04869332,-1.359416355,"Rape"
"120305",51.57656981,-0.709854001,"Theft"
"120329",51.46459761,-0.977519616,"Rape"
"120354",51.76714417,-0.759497797,"Theft"
"120358",51.43789818,0.23585405,"Theft"
"120366",51.66310413,-0.60271674,"Rape"
"120381",51.01020419,-0.197767541,"Theft"
"120384",51.32484044,0.5490077,"Murder"
"120393",50.8171512,-1.090605738,"Theft"
"120403",51.49003861,-0.863536887,"Rape"
"120406",51.41321529,-1.426232317,"Theft"
"120476",50.98519223,0.919365511,"Rape"
"120479",50.82257711,-0.155733716,"Theft"
"120480",50.80432944,-0.61060599,"Rape"
"120507",51.37749546,-0.35192935,"Theft"
"120510",51.37369104,-0.455513424,"Murder"
"120523",51.42570136,-0.571708268,"Rape"
"120548",51.65471459,-1.568262631,"Rape"
"120571",51.12566558,1.317870373,"Theft"
"120578",51.1523957,0.887006443,"Theft"
"120593",51.43053816,-0.677389508,"Theft"
"120601",51.12692396,-0.014470764,"Theft"
"120602",51.62798954,-0.745959508,"Rape"
"120603",50.81340699,-1.083297405,"Theft"
"120605",51.241821,-0.16609333,"Theft"
"120608",50.90824739,-1.496562053,"Rape"
"120611",51.53923689,-0.90268574,"Murder"
"120620",51.31889842,-0.566417385,"Murder"
"120633",51.45603441,0.246816632,"Murder"
"120647",50.88475006,-1.005757581,"Theft"
"120653",51.22612171,1.149465946,"Rape"
"120665",50.99810959,0.477178629,"Rape"
"120691",50.86696611,-0.000495184,"Rape"
"120693",51.08327925,0.692776452,"Theft"
"120702",51.12585106,-1.429798248,"Theft"
"120727",51.44233111,0.358390471,"Rape"
"120729",51.22443215,0.28994281,"Theft"
"120733",51.08727015,0.513643102,"Theft"
"120754",50.97529822,0.220681648,"Rape"
"120760",50.97077549,-0.579581903,"Theft"
"120762",50.84199859,-0.76132133,"Murder"
"120765",51.15091628,0.874043128,"Theft"
"120803",51.7520876,-1.248113165,"Theft"
"120813",50.69069668,-1.528523398,"Rape"
"120837",51.72858183,-1.067080437,"Murder"
"120866",51.37002882,-0.449890051,"Rape"
"120908",52.12780244,-0.818168298,"Rape"
"120914",50.87010349,-1.239435593,"Murder"
"120922",51.44329554,-0.922252934,"Rape"
"120925",51.31277337,0.868364711,"Theft"
"120939",51.02166659,0.469022692,"Theft"
"120949",51.0697819,0.024791344,"Murder"
"120966",51.40798439,-0.593827596,"Theft"
"120974",51.62492237,-1.308000062,"Theft"
"120981",52.00875945,-0.950975949,"Theft"
"120992",50.83167661,-0.226379495,"Rape"
"121007",50.82186421,-0.439716602,"Murder"
"121009",51.402294,0.502269479,"Murder"
"121015",51.10138602,0.263001114,"Rape"
"121020",50.97369784,0.229152256,"Theft"
"121022",51.08306004,1.182575596,"Theft"
"121024",50.85656231,-0.438559019,"Theft"
"121037",51.37491494,-0.3347802,"Theft"
"121041",51.24393722,-0.571528362,"Rape"
"121043",51.5979273,-0.625248671,"Theft"
"121054",51.26560721,-1.068312414,"Rape"
"121067",51.93621623,-1.125648452,"Theft"
"121096",51.15801019,-1.460861081,"Murder"
"121117",51.22836613,-0.336924162,"Rape"
"121118",51.35086076,-0.70902245,"Rape"
"121133",51.36107197,1.411592795,"Murder"
"121139",51.4515418,-0.97962455,"Rape"
"121141",51.40792037,-0.836558986,"Murder"
"121144",50.9522729,0.733608605,"Theft"
"121162",51.9152972,-1.158156978,"Theft"
"121164",51.3439227,1.065912327,"Theft"
"121165",51.36091115,1.086873862,"Murder"
"121167",50.89693537,-1.399607952,"Murder"
"121203",51.02063038,-0.461570579,"Rape"
"121213",51.83178328,-0.557592587,"Rape"
"121219",51.41174746,-0.701772503,"Theft"
"121242",51.85320414,-1.175867471,"Theft"
"121249",51.57348622,-0.757416551,"Rape"
"121268",50.84373537,-1.019710817,"Rape"
"121274",51.35004178,-1.257007331,"Theft"
"121281",51.28639309,-0.734348249,"Rape"
"121330",51.4390644,-0.532443927,"Rape"
"121339",51.3589077,-1.146131708,"Theft"
"121348",51.44842235,-0.972498857,"Theft"
"121372",51.2713087,0.516651156,"Rape"
"121384",51.33284429,-0.772975191,"Rape"
"121385",51.4504838,-0.572446241,"Theft"
"121386",51.4755851,-0.61478915,"Theft"
"121400",50.98618702,-0.197415513,"Rape"
"121402",50.98861813,-0.197606311,"Theft"
"121497",50.87352819,0.010161816,"Theft"
"121498",50.87442198,0.010484558,"Rape"
"121499",50.87395795,0.011317433,"Theft"
"121500",50.97232133,-0.018764157,"Theft"
"121503",51.24945031,-0.571586821,"Murder"
"121505",51.27923531,-0.50829295,"Rape"
"121513",51.33980099,1.027295037,"Rape"
"121535",50.79677622,0.056108297,"Murder"
"121543",51.09206148,1.113918568,"Theft"
"121547",51.43817919,0.764331509,"Theft"
"121548",51.43740732,0.764644642,"Theft"
"121549",51.43779451,0.765387546,"Theft"
"121552",51.2004811,-1.508169999,"Rape"
"121553",51.2675271,-1.072287054,"Theft"
"121564",51.54352256,-0.909071896,"Rape"
"121571",51.76073078,-1.195518425,"Murder"
"121572",51.79089817,-1.271681402,"Murder"
"121587",51.67071463,-0.540877565,"Rape"
"121592",51.12634421,0.871087457,"Rape"
"121600",51.81282578,-0.781454414,"Theft"
"121610",51.27616587,-1.119710049,"Rape"
"121627",50.72555201,-1.305319088,"Theft"
"121637",51.35962929,0.627075279,"Rape"
"121645",51.33722903,-0.405343681,"Murder"
"121646",51.33842063,-0.361370835,"Rape"
"121651",51.19129602,1.381849844,"Theft"
"121656",51.23837606,-0.210783666,"Rape"
"121658",51.11546981,1.306277996,"Theft"
"121664",50.95365132,-1.360723281,"Rape"
"121678",51.23192378,-0.609656366,"Murder"
"121689",51.0879675,-0.737772006,"Rape"
"121694",50.80856999,-0.977371416,"Theft"
"121696",50.99948192,-0.116660803,"Rape"
"121704",50.93772337,-0.146342629,"Rape"
"121708",50.84788909,-0.152604811,"Theft"
"121717",51.48888458,-0.676321448,"Rape"
"121720",51.24668553,0.548981584,"Theft"
"121732",52.06403948,-0.746913294,"Murder"
"121735",52.05448807,-0.70342645,"Theft"
"121743",51.01493862,-0.925795735,"Rape"
"121756",51.39633712,-0.844586141,"Rape"
"121760",51.25716209,-0.158030426,"Murder"
"121762",50.99306817,-1.495545658,"Theft"
"121789",51.12959221,0.198775399,"Theft"
"121797",51.3685536,-0.765412939,"Theft"
"121809",51.33883009,-0.450942616,"Rape"
"121812",51.39530598,-0.513720494,"Theft"
"121828",51.63691639,-1.392435071,"Rape"
"121834",51.32880043,0.519798559,"Rape"
"121847",50.80462324,-1.087017162,"Theft"
"121851",51.45111088,0.301269347,"Rape"
"121854",51.43276964,0.332863362,"Murder"
"121883",51.260317,-0.734491142,"Theft"
"121891",51.34301302,-0.881533875,"Theft"
"121920",51.44829455,-0.968184607,"Rape"
"121925",51.44787943,0.235909914,"Theft"
"121928",50.94249022,-1.528829454,"Murder"
"121932",50.91071627,-1.403982324,"Theft"
"121941",51.1686126,-0.655472673,"Rape"
"121954",51.39482864,0.489642281,"Murder"
"121955",51.08491296,1.188843902,"Rape"
"121964",50.88189283,-1.28352331,"Theft"
"121970",50.81840639,-1.078656899,"Rape"
"121977",51.2650274,0.17011352,"Theft"
"121991",50.88100269,0.020008356,"Rape"
"122009",50.94702598,-1.538747893,"Theft"
"122026",51.2735989,0.192740531,"Theft"
"122034",51.21555253,0.805031363,"Theft"
"122080",50.91928553,-1.574587513,"Rape"
"122099",50.75236176,-1.277563467,"Theft"
"122100",50.92378566,-1.375360147,"Theft"
"122104",51.72698866,-1.205094011,"Rape"
"122110",51.22099055,-0.454901188,"Rape"
"122121",51.25334877,-0.323125741,"Murder"
"122129",51.17184847,-0.78697933,"Theft"
"122149",51.21027086,-1.484588049,"Theft"
"122159",50.91630718,-1.32424886,"Theft"
"122160",51.61358203,-0.773797964,"Murder"
"122162",51.23804648,-0.570736692,"Theft"
"122165",51.31273868,0.30868761,"Murder"
"122173",51.13119381,0.871388376,"Rape"
"122174",50.97759712,-1.349141835,"Rape"
"122190",50.92110646,0.061584593,"Rape"
"122230",51.42717995,0.246119991,"Rape"
"122233",51.29833381,0.939198842,"Rape"
"122241",51.25948274,0.617059444,"Rape"
"122249",51.10952737,-0.206192563,"Rape"
"122273",50.93389714,-1.417916923,"Murder"
"122287",51.33474743,1.398148598,"Murder"
"122289",51.24622402,1.348617609,"Rape"
"122296",50.80251974,-0.6248511,"Theft"
"122301",50.87923831,0.244543334,"Theft"
"122304",51.05197146,0.014597149,"Theft"
"122306",50.98912379,-0.609727102,"Theft"
"122307",50.95550608,-0.487926837,"Murder"
"122311",50.79576952,-1.05923741,"Rape"
"122330",51.26691156,-1.08548632,"Rape"
"122345",51.6748183,-1.191545509,"Rape"
"122348",50.87707265,0.002780379,"Rape"
"122354",50.90591855,-1.397800022,"Rape"
"122358",50.96024221,-1.474258147,"Theft"
"122365",51.73261383,-0.84298338,"Theft"
"122389",51.21254437,-0.568576986,"Rape"
"122400",50.95654208,-1.451804469,"Rape"
"122405",51.45530884,-0.494500868,"Rape"
"122406",51.81513102,-0.795754352,"Rape"
"122409",51.44720385,0.200328831,"Murder"
"122412",51.29137249,1.342578998,"Theft"
"122429",51.26694788,0.522864124,"Rape"
"122439",51.73890865,-1.103508378,"Murder"
"122446",50.83037816,-1.068765689,"Theft"
"122458",51.4274543,-0.427636766,"Rape"
"122462",51.88558721,-1.204189107,"Rape"
"122480",51.21625242,-1.165237878,"Theft"
"122486",50.94415973,-1.541622996,"Rape"
"122497",51.40791442,-1.325656917,"Theft"
"122499",51.08340267,1.168318134,"Murder"
"122502",50.86199545,0.559985179,"Rape"
"122505",50.84994543,0.243136743,"Theft"
"122529",51.08764041,-0.402233321,"Rape"
"122530",50.96975867,-0.498288432,"Murder"
"122536",50.93079855,-1.147588562,"Rape"
"122538",50.94193254,-1.406430108,"Theft"
"122550",51.45315127,0.209251096,"Murder"
"122554",51.34853167,0.349405415,"Theft"
"122569",50.79400532,-0.014962321,"Murder"
"122576",50.97084318,0.704784411,"Rape"
"122581",51.18869625,0.605174311,"Rape"
"122641",50.95299992,0.483749301,"Rape"
"122642",50.79030398,-1.107583843,"Rape"
"122647",50.93315375,-1.450087067,"Theft"
"122664",51.08964492,1.157033043,"Rape"
"122668",51.43694849,-0.535820824,"Murder"
"122687",51.52233495,-0.728366737,"Rape"
